Product_ID,Category,Subcategory,Fit,Color,Pattern,Material,Price,Product_Name,Rating,Description,Image_URL
P00189,Shirt,Casual,Slim Fit,Black,Checked,Linen,1370,Black Slim Fit Shirt,4.1,Casual Shirt with Slim Fit design in Black. Checked pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00189.jpg
P00190,Jeans,Formal,Slim Fit,Blue,Striped,Blended,2790,Blue Slim Fit Jeans,4.2,Formal Jeans with Slim Fit design in Blue. Striped pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00190.jpg
P00191,Hoodie,Sports,Relaxed Fit,White,Printed,Blended,2060,White Relaxed Fit Hoodie,4.2,Sports Hoodie with Relaxed Fit design in White. Printed pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00191.jpg
P00192,Shirt,Formal,Slim Fit,Black,Plain,Rayon,1380,Black Slim Fit Shirt,4.3,Formal Shirt with Slim Fit design in Black. Plain pattern made from Rayon. Suitable for everyday fashion and comfortable styling.,data/product_images/P00192.jpg
P00193,Skirt,Party,Regular Fit,Blue,Printed,Cotton,1850,Blue Regular Fit Skirt,4.4,Party Skirt with Regular Fit design in Blue. Printed pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00193.jpg
P00194,Hoodie,Sports,Regular Fit,Green,Solid,Cotton,1900,Green Regular Fit Hoodie,4.4,Sports Hoodie with Regular Fit design in Green. Solid pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00194.jpg
P00195,Kurta,Party,Relaxed Fit,Pink,Solid,Cotton,1120,Pink Relaxed Fit Kurta,3.8,Party Kurta with Relaxed Fit design in Pink. Solid pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00195.jpg
P00196,Jacket,Sports,Oversized,Green,Floral,Wool,5200,Green Oversized Jacket,3.8,Sports Jacket with Oversized design in Green. Floral pattern made from Wool. Suitable for everyday fashion and comfortable styling.,data/product_images/P00196.jpg
P00197,Kurta,Ethnic,Oversized,Blue,Printed,Linen,2780,Blue Oversized Kurta,3.9,Ethnic Kurta with Oversized design in Blue. Printed pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00197.jpg
P00198,Trousers,Sports,Regular Fit,Grey,Checked,Linen,2140,Grey Regular Fit Trousers,4.0,Sports Trousers with Regular Fit design in Grey. Checked pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00198.jpg
P00199,Skirt,Party,Relaxed Fit,Blue,Printed,Linen,2620,Blue Relaxed Fit Skirt,4.0,Party Skirt with Relaxed Fit design in Blue. Printed pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00199.jpg
P00200,Skirt,Casual,Regular Fit,Pink,Striped,Cotton,1620,Pink Regular Fit Skirt,4.0,Casual Skirt with Regular Fit design in Pink. Striped pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00200.jpg
P00201,Hoodie,Casual,Oversized,Beige,Plain,Blended,1450,Beige Oversized Hoodie,4.1,Casual Hoodie with Oversized design in Beige. Plain pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00201.jpg
P00202,T-Shirt,Sports,Oversized,Grey,Solid,Polyester,1210,Grey Oversized T-Shirt,4.1,Sports T-Shirt with Oversized design in Grey. Solid pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00202.jpg
P00203,T-Shirt,Sports,Relaxed Fit,Blue,Floral,Rayon,380,Blue Relaxed Fit T-Shirt,4.2,Sports T-Shirt with Relaxed Fit design in Blue. Floral pattern made from Rayon. Suitable for everyday fashion and comfortable styling.,data/product_images/P00203.jpg
P00204,Shirt,Casual,Relaxed Fit,Red,Plain,Linen,730,Red Relaxed Fit Shirt,4.2,Casual Shirt with Relaxed Fit design in Red. Plain pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00204.jpg
P00205,Dress,Casual,Regular Fit,Navy,Floral,Cotton,1240,Navy Regular Fit Dress,4.3,Casual Dress with Regular Fit design in Navy. Floral pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00205.jpg
P00206,Skirt,Party,Relaxed Fit,White,Floral,Polyester,610,White Relaxed Fit Skirt,4.4,Party Skirt with Relaxed Fit design in White. Floral pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00206.jpg
P00207,Shirt,Formal,Relaxed Fit,Red,Plain,Cotton,1090,Red Relaxed Fit Shirt,4.4,Formal Shirt with Relaxed Fit design in Red. Plain pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00207.jpg
P00208,Trousers,Formal,Slim Fit,Yellow,Printed,Blended,820,Yellow Slim Fit Trousers,3.8,Formal Trousers with Slim Fit design in Yellow. Printed pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00208.jpg
P00209,Hoodie,Sports,Relaxed Fit,Grey,Floral,Blended,1510,Grey Relaxed Fit Hoodie,3.8,Sports Hoodie with Relaxed Fit design in Grey. Floral pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00209.jpg
P00210,T-Shirt,Sports,Relaxed Fit,Beige,Striped,Blended,1030,Beige Relaxed Fit T-Shirt,3.9,Sports T-Shirt with Relaxed Fit design in Beige. Striped pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00210.jpg
P00211,Jacket,Casual,Regular Fit,Blue,Solid,Wool,2530,Blue Regular Fit Jacket,4.0,Casual Jacket with Regular Fit design in Blue. Solid pattern made from Wool. Suitable for everyday fashion and comfortable styling.,data/product_images/P00211.jpg
P00212,Kurta,Ethnic,Oversized,Black,Floral,Blended,790,Black Oversized Kurta,4.0,Ethnic Kurta with Oversized design in Black. Floral pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00212.jpg
P00213,Dress,Casual,Regular Fit,Black,Striped,Linen,2910,Black Regular Fit Dress,4.0,Casual Dress with Regular Fit design in Black. Striped pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00213.jpg
P00214,Jeans,Formal,Regular Fit,White,Plain,Blended,2650,White Regular Fit Jeans,4.1,Formal Jeans with Regular Fit design in White. Plain pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00214.jpg
P00215,Jeans,Casual,Slim Fit,Green,Plain,Denim,3340,Green Slim Fit Jeans,4.1,Casual Jeans with Slim Fit design in Green. Plain pattern made from Denim. Suitable for everyday fashion and comfortable styling.,data/product_images/P00215.jpg
P00216,Jacket,Casual,Slim Fit,White,Checked,Wool,2280,White Slim Fit Jacket,4.2,Casual Jacket with Slim Fit design in White. Checked pattern made from Wool. Suitable for everyday fashion and comfortable styling.,data/product_images/P00216.jpg
P00217,Kurta,Casual,Regular Fit,Blue,Striped,Linen,2950,Blue Regular Fit Kurta,4.2,Casual Kurta with Regular Fit design in Blue. Striped pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00217.jpg
P00218,Skirt,Casual,Regular Fit,Beige,Checked,Linen,1580,Beige Regular Fit Skirt,4.3,Casual Skirt with Regular Fit design in Beige. Checked pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00218.jpg
P00219,Hoodie,Casual,Regular Fit,Brown,Solid,Polyester,840,Brown Regular Fit Hoodie,4.4,Casual Hoodie with Regular Fit design in Brown. Solid pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00219.jpg
P00220,Jacket,Sports,Relaxed Fit,Black,Printed,Blended,3000,Black Relaxed Fit Jacket,4.4,Sports Jacket with Relaxed Fit design in Black. Printed pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00220.jpg
P00221,Jeans,Sports,Regular Fit,Pink,Checked,Denim,1750,Pink Regular Fit Jeans,3.8,Sports Jeans with Regular Fit design in Pink. Checked pattern made from Denim. Suitable for everyday fashion and comfortable styling.,data/product_images/P00221.jpg
P00222,Hoodie,Casual,Regular Fit,Brown,Checked,Wool,1450,Brown Regular Fit Hoodie,3.8,Casual Hoodie with Regular Fit design in Brown. Checked pattern made from Wool. Suitable for everyday fashion and comfortable styling.,data/product_images/P00222.jpg
P00223,Kurta,Ethnic,Relaxed Fit,Red,Checked,Silk,1700,Red Relaxed Fit Kurta,3.9,Ethnic Kurta with Relaxed Fit design in Red. Checked pattern made from Silk. Suitable for everyday fashion and comfortable styling.,data/product_images/P00223.jpg
P00224,Kurta,Party,Oversized,Blue,Solid,Linen,2970,Blue Oversized Kurta,4.0,Party Kurta with Oversized design in Blue. Solid pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00224.jpg
P00225,Jacket,Casual,Regular Fit,Grey,Striped,Polyester,3930,Grey Regular Fit Jacket,4.0,Casual Jacket with Regular Fit design in Grey. Striped pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00225.jpg
P00226,Dress,Party,Regular Fit,White,Floral,Rayon,4140,White Regular Fit Dress,4.0,Party Dress with Regular Fit design in White. Floral pattern made from Rayon. Suitable for everyday fashion and comfortable styling.,data/product_images/P00226.jpg
P00227,Shirt,Sports,Regular Fit,Brown,Striped,Blended,1590,Brown Regular Fit Shirt,4.1,Sports Shirt with Regular Fit design in Brown. Striped pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00227.jpg
P00228,Hoodie,Sports,Relaxed Fit,Blue,Solid,Cotton,2440,Blue Relaxed Fit Hoodie,4.1,Sports Hoodie with Relaxed Fit design in Blue. Solid pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00228.jpg
P00229,Jacket,Sports,Relaxed Fit,Green,Striped,Polyester,4320,Green Relaxed Fit Jacket,4.2,Sports Jacket with Relaxed Fit design in Green. Striped pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00229.jpg
P00230,Shirt,Casual,Regular Fit,Green,Floral,Cotton,590,Green Regular Fit Shirt,4.2,Casual Shirt with Regular Fit design in Green. Floral pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00230.jpg
P00231,Skirt,Party,Relaxed Fit,Yellow,Floral,Polyester,1300,Yellow Relaxed Fit Skirt,4.3,Party Skirt with Relaxed Fit design in Yellow. Floral pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00231.jpg
P00232,Jeans,Casual,Relaxed Fit,Navy,Printed,Denim,3150,Navy Relaxed Fit Jeans,4.4,Casual Jeans with Relaxed Fit design in Navy. Printed pattern made from Denim. Suitable for everyday fashion and comfortable styling.,data/product_images/P00232.jpg
P00233,Jeans,Formal,Relaxed Fit,Yellow,Solid,Blended,1400,Yellow Relaxed Fit Jeans,4.4,Formal Jeans with Relaxed Fit design in Yellow. Solid pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00233.jpg
P00234,Trousers,Sports,Slim Fit,Black,Plain,Blended,1850,Black Slim Fit Trousers,3.8,Sports Trousers with Slim Fit design in Black. Plain pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00234.jpg
P00235,Trousers,Sports,Regular Fit,White,Striped,Polyester,1070,White Regular Fit Trousers,3.8,Sports Trousers with Regular Fit design in White. Striped pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00235.jpg
P00236,Shirt,Casual,Slim Fit,Brown,Printed,Polyester,1750,Brown Slim Fit Shirt,3.9,Casual Shirt with Slim Fit design in Brown. Printed pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00236.jpg
P00237,Jeans,Casual,Relaxed Fit,Beige,Checked,Denim,1890,Beige Relaxed Fit Jeans,4.0,Casual Jeans with Relaxed Fit design in Beige. Checked pattern made from Denim. Suitable for everyday fashion and comfortable styling.,data/product_images/P00237.jpg
P00238,Hoodie,Casual,Relaxed Fit,White,Plain,Cotton,2020,White Relaxed Fit Hoodie,4.0,Casual Hoodie with Relaxed Fit design in White. Plain pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00238.jpg
P00239,T-Shirt,Formal,Regular Fit,Yellow,Plain,Blended,1170,Yellow Regular Fit T-Shirt,4.0,Formal T-Shirt with Regular Fit design in Yellow. Plain pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00239.jpg
P00240,T-Shirt,Sports,Relaxed Fit,Navy,Printed,Rayon,360,Navy Relaxed Fit T-Shirt,4.1,Sports T-Shirt with Relaxed Fit design in Navy. Printed pattern made from Rayon. Suitable for everyday fashion and comfortable styling.,data/product_images/P00240.jpg
P00241,Jeans,Formal,Relaxed Fit,Navy,Plain,Blended,1090,Navy Relaxed Fit Jeans,4.1,Formal Jeans with Relaxed Fit design in Navy. Plain pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00241.jpg
P00242,Shirt,Casual,Regular Fit,Navy,Plain,Rayon,630,Navy Regular Fit Shirt,4.2,Casual Shirt with Regular Fit design in Navy. Plain pattern made from Rayon. Suitable for everyday fashion and comfortable styling.,data/product_images/P00242.jpg
P00243,Hoodie,Casual,Oversized,Red,Checked,Blended,1500,Red Oversized Hoodie,4.2,Casual Hoodie with Oversized design in Red. Checked pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00243.jpg
P00244,Skirt,Party,Relaxed Fit,Red,Solid,Blended,2330,Red Relaxed Fit Skirt,4.3,Party Skirt with Relaxed Fit design in Red. Solid pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00244.jpg
P00245,Hoodie,Casual,Regular Fit,Yellow,Plain,Blended,2020,Yellow Regular Fit Hoodie,4.4,Casual Hoodie with Regular Fit design in Yellow. Plain pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00245.jpg
P00246,Skirt,Party,Regular Fit,Yellow,Plain,Cotton,800,Yellow Regular Fit Skirt,4.4,Party Skirt with Regular Fit design in Yellow. Plain pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00246.jpg
P00247,Hoodie,Sports,Regular Fit,Green,Solid,Blended,780,Green Regular Fit Hoodie,3.8,Sports Hoodie with Regular Fit design in Green. Solid pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00247.jpg
P00248,Shirt,Casual,Slim Fit,White,Plain,Blended,590,White Slim Fit Shirt,3.8,Casual Shirt with Slim Fit design in White. Plain pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00248.jpg
P00249,Trousers,Formal,Relaxed Fit,Pink,Solid,Linen,2230,Pink Relaxed Fit Trousers,3.9,Formal Trousers with Relaxed Fit design in Pink. Solid pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00249.jpg
P00250,T-Shirt,Formal,Relaxed Fit,White,Striped,Cotton,1440,White Relaxed Fit T-Shirt,4.0,Formal T-Shirt with Relaxed Fit design in White. Striped pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00250.jpg
P00251,Jeans,Formal,Slim Fit,Yellow,Floral,Denim,1210,Yellow Slim Fit Jeans,4.0,Formal Jeans with Slim Fit design in Yellow. Floral pattern made from Denim. Suitable for everyday fashion and comfortable styling.,data/product_images/P00251.jpg
P00252,Kurta,Ethnic,Relaxed Fit,White,Floral,Silk,2370,White Relaxed Fit Kurta,4.0,Ethnic Kurta with Relaxed Fit design in White. Floral pattern made from Silk. Suitable for everyday fashion and comfortable styling.,data/product_images/P00252.jpg
P00253,Dress,Party,Relaxed Fit,Yellow,Striped,Blended,3260,Yellow Relaxed Fit Dress,4.1,Party Dress with Relaxed Fit design in Yellow. Striped pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00253.jpg
P00254,Jeans,Formal,Regular Fit,Beige,Checked,Blended,980,Beige Regular Fit Jeans,4.1,Formal Jeans with Regular Fit design in Beige. Checked pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00254.jpg
P00255,Dress,Casual,Regular Fit,Beige,Solid,Rayon,4120,Beige Regular Fit Dress,4.2,Casual Dress with Regular Fit design in Beige. Solid pattern made from Rayon. Suitable for everyday fashion and comfortable styling.,data/product_images/P00255.jpg
P00256,Trousers,Casual,Relaxed Fit,Brown,Printed,Polyester,890,Brown Relaxed Fit Trousers,4.2,Casual Trousers with Relaxed Fit design in Brown. Printed pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00256.jpg
P00257,Hoodie,Casual,Oversized,White,Printed,Blended,1640,White Oversized Hoodie,4.3,Casual Hoodie with Oversized design in White. Printed pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00257.jpg
P00258,Jeans,Sports,Relaxed Fit,Pink,Printed,Denim,2130,Pink Relaxed Fit Jeans,4.4,Sports Jeans with Relaxed Fit design in Pink. Printed pattern made from Denim. Suitable for everyday fashion and comfortable styling.,data/product_images/P00258.jpg
P00259,Shirt,Casual,Regular Fit,Grey,Printed,Linen,1860,Grey Regular Fit Shirt,4.4,Casual Shirt with Regular Fit design in Grey. Printed pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00259.jpg
P00260,Trousers,Formal,Regular Fit,Red,Plain,Polyester,1570,Red Regular Fit Trousers,3.8,Formal Trousers with Regular Fit design in Red. Plain pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00260.jpg
P00261,Trousers,Casual,Regular Fit,Pink,Striped,Linen,2040,Pink Regular Fit Trousers,3.8,Casual Trousers with Regular Fit design in Pink. Striped pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00261.jpg
P00262,Trousers,Sports,Regular Fit,Green,Checked,Polyester,1090,Green Regular Fit Trousers,3.9,Sports Trousers with Regular Fit design in Green. Checked pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00262.jpg
P00263,Jeans,Casual,Relaxed Fit,White,Plain,Denim,3040,White Relaxed Fit Jeans,4.0,Casual Jeans with Relaxed Fit design in White. Plain pattern made from Denim. Suitable for everyday fashion and comfortable styling.,data/product_images/P00263.jpg
P00264,Trousers,Formal,Regular Fit,Grey,Floral,Linen,1180,Grey Regular Fit Trousers,4.0,Formal Trousers with Regular Fit design in Grey. Floral pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00264.jpg
P00265,Jacket,Casual,Slim Fit,Green,Floral,Polyester,4060,Green Slim Fit Jacket,4.0,Casual Jacket with Slim Fit design in Green. Floral pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00265.jpg
P00266,Skirt,Casual,Relaxed Fit,Grey,Solid,Blended,1750,Grey Relaxed Fit Skirt,4.1,Casual Skirt with Relaxed Fit design in Grey. Solid pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00266.jpg
P00267,Kurta,Ethnic,Oversized,Beige,Printed,Blended,1380,Beige Oversized Kurta,4.1,Ethnic Kurta with Oversized design in Beige. Printed pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00267.jpg
P00268,Skirt,Party,Regular Fit,Brown,Checked,Linen,850,Brown Regular Fit Skirt,4.2,Party Skirt with Regular Fit design in Brown. Checked pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00268.jpg
P00269,Kurta,Casual,Relaxed Fit,Black,Checked,Silk,3720,Black Relaxed Fit Kurta,4.2,Casual Kurta with Relaxed Fit design in Black. Checked pattern made from Silk. Suitable for everyday fashion and comfortable styling.,data/product_images/P00269.jpg
P00270,Hoodie,Sports,Regular Fit,Navy,Checked,Cotton,1410,Navy Regular Fit Hoodie,4.3,Sports Hoodie with Regular Fit design in Navy. Checked pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00270.jpg
P00271,Jacket,Casual,Relaxed Fit,Black,Striped,Blended,3250,Black Relaxed Fit Jacket,4.4,Casual Jacket with Relaxed Fit design in Black. Striped pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00271.jpg
P00272,Hoodie,Casual,Oversized,Yellow,Floral,Polyester,910,Yellow Oversized Hoodie,4.4,Casual Hoodie with Oversized design in Yellow. Floral pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00272.jpg
P00273,Jacket,Sports,Slim Fit,Navy,Plain,Wool,2770,Navy Slim Fit Jacket,3.8,Sports Jacket with Slim Fit design in Navy. Plain pattern made from Wool. Suitable for everyday fashion and comfortable styling.,data/product_images/P00273.jpg
P00274,Jacket,Casual,Slim Fit,Red,Plain,Cotton,3420,Red Slim Fit Jacket,3.8,Casual Jacket with Slim Fit design in Red. Plain pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00274.jpg
P00275,Trousers,Formal,Relaxed Fit,Red,Checked,Linen,1470,Red Relaxed Fit Trousers,3.9,Formal Trousers with Relaxed Fit design in Red. Checked pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00275.jpg
P00276,Kurta,Party,Relaxed Fit,Grey,Checked,Linen,1710,Grey Relaxed Fit Kurta,4.0,Party Kurta with Relaxed Fit design in Grey. Checked pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00276.jpg
P00277,Hoodie,Casual,Oversized,Navy,Printed,Blended,1900,Navy Oversized Hoodie,4.0,Casual Hoodie with Oversized design in Navy. Printed pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00277.jpg
P00278,Dress,Party,Regular Fit,Brown,Plain,Polyester,2050,Brown Regular Fit Dress,4.0,Party Dress with Regular Fit design in Brown. Plain pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00278.jpg
P00279,Jacket,Casual,Regular Fit,Green,Plain,Wool,6640,Green Regular Fit Jacket,4.1,Casual Jacket with Regular Fit design in Green. Plain pattern made from Wool. Suitable for everyday fashion and comfortable styling.,data/product_images/P00279.jpg
P00280,T-Shirt,Casual,Oversized,White,Plain,Rayon,460,White Oversized T-Shirt,4.1,Casual T-Shirt with Oversized design in White. Plain pattern made from Rayon. Suitable for everyday fashion and comfortable styling.,data/product_images/P00280.jpg
P00281,Kurta,Casual,Slim Fit,Navy,Checked,Blended,2120,Navy Slim Fit Kurta,4.2,Casual Kurta with Slim Fit design in Navy. Checked pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00281.jpg
P00282,Kurta,Ethnic,Relaxed Fit,Pink,Solid,Linen,2410,Pink Relaxed Fit Kurta,4.2,Ethnic Kurta with Relaxed Fit design in Pink. Solid pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00282.jpg
P00283,Kurta,Casual,Slim Fit,Black,Printed,Cotton,910,Black Slim Fit Kurta,4.3,Casual Kurta with Slim Fit design in Black. Printed pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00283.jpg
P00284,Kurta,Ethnic,Slim Fit,Yellow,Floral,Silk,3580,Yellow Slim Fit Kurta,4.4,Ethnic Kurta with Slim Fit design in Yellow. Floral pattern made from Silk. Suitable for everyday fashion and comfortable styling.,data/product_images/P00284.jpg
P00285,Hoodie,Sports,Regular Fit,White,Plain,Wool,2080,White Regular Fit Hoodie,4.4,Sports Hoodie with Regular Fit design in White. Plain pattern made from Wool. Suitable for everyday fashion and comfortable styling.,data/product_images/P00285.jpg
P00286,Shirt,Formal,Regular Fit,Brown,Plain,Blended,940,Brown Regular Fit Shirt,3.8,Formal Shirt with Regular Fit design in Brown. Plain pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00286.jpg
P00287,Dress,Casual,Relaxed Fit,Red,Printed,Cotton,2750,Red Relaxed Fit Dress,3.8,Casual Dress with Relaxed Fit design in Red. Printed pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00287.jpg
P00288,Shirt,Formal,Regular Fit,Blue,Checked,Polyester,680,Blue Regular Fit Shirt,3.9,Formal Shirt with Regular Fit design in Blue. Checked pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00288.jpg
P00289,T-Shirt,Sports,Regular Fit,Beige,Solid,Linen,1010,Beige Regular Fit T-Shirt,4.0,Sports T-Shirt with Regular Fit design in Beige. Solid pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00289.jpg
P00290,Jacket,Casual,Relaxed Fit,Pink,Printed,Polyester,2880,Pink Relaxed Fit Jacket,4.0,Casual Jacket with Relaxed Fit design in Pink. Printed pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00290.jpg
P00291,Trousers,Sports,Regular Fit,Yellow,Floral,Linen,2290,Yellow Regular Fit Trousers,4.0,Sports Trousers with Regular Fit design in Yellow. Floral pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00291.jpg
P00292,Jacket,Casual,Oversized,Grey,Printed,Blended,4590,Grey Oversized Jacket,4.1,Casual Jacket with Oversized design in Grey. Printed pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00292.jpg
P00293,Trousers,Sports,Relaxed Fit,Yellow,Striped,Blended,1480,Yellow Relaxed Fit Trousers,4.1,Sports Trousers with Relaxed Fit design in Yellow. Striped pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00293.jpg
P00294,Jeans,Formal,Slim Fit,White,Striped,Blended,1900,White Slim Fit Jeans,4.2,Formal Jeans with Slim Fit design in White. Striped pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00294.jpg
P00295,Jeans,Formal,Regular Fit,Brown,Solid,Blended,1400,Brown Regular Fit Jeans,4.2,Formal Jeans with Regular Fit design in Brown. Solid pattern made from Blended. Suitable for everyday fashion and comfortable styling.,data/product_images/P00295.jpg
P00296,Trousers,Casual,Regular Fit,Pink,Checked,Wool,1390,Pink Regular Fit Trousers,4.3,Casual Trousers with Regular Fit design in Pink. Checked pattern made from Wool. Suitable for everyday fashion and comfortable styling.,data/product_images/P00296.jpg
P00297,Dress,Casual,Relaxed Fit,Brown,Printed,Linen,4310,Brown Relaxed Fit Dress,4.4,Casual Dress with Relaxed Fit design in Brown. Printed pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00297.jpg
P00298,Trousers,Formal,Relaxed Fit,Navy,Floral,Cotton,1370,Navy Relaxed Fit Trousers,4.4,Formal Trousers with Relaxed Fit design in Navy. Floral pattern made from Cotton. Suitable for everyday fashion and comfortable styling.,data/product_images/P00298.jpg
P00299,Dress,Party,Regular Fit,Green,Floral,Silk,2570,Green Regular Fit Dress,3.8,Party Dress with Regular Fit design in Green. Floral pattern made from Silk. Suitable for everyday fashion and comfortable styling.,data/product_images/P00299.jpg
P00300,Kurta,Ethnic,Slim Fit,Pink,Printed,Linen,3190,Pink Slim Fit Kurta,3.8,Ethnic Kurta with Slim Fit design in Pink. Printed pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00300.jpg
P00301,Shirt,Sports,Slim Fit,Pink,Striped,Linen,1840,Pink Slim Fit Shirt,3.9,Sports Shirt with Slim Fit design in Pink. Striped pattern made from Linen. Suitable for everyday fashion and comfortable styling.,data/product_images/P00301.jpg
P00302,Trousers,Formal,Slim Fit,Grey,Solid,Polyester,1640,Grey Slim Fit Trousers,4.0,Formal Trousers with Slim Fit design in Grey. Solid pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00302.jpg
P00303,Shirt,Formal,Slim Fit,Grey,Plain,Polyester,1620,Grey Slim Fit Shirt,4.0,Formal Shirt with Slim Fit design in Grey. Plain pattern made from Polyester. Suitable for everyday fashion and comfortable styling.,data/product_images/P00303.jpg
